StateNames,statecode,Year,schools_established,sc_schools,st_schools,tot_min_schools,SC_res,ST_res,Elec_Yrs_ECI,female_win_prop,SC_curr_share,ST_curr_share,sc_census_share,st_census_share,Population_Density_SqKm,sc_school_prop,st_school_prop,minority_schools_prop,ST_res_inter_ST_curr_share,SC_res_inter_SC_curr_share
Gujarat,4,2012,592,210,50,260,7.14285714285714,14.8351648351648,1,8.743169398907099,6.707407860596703,14.75280446640973,6.741343089571005,14.75383759401024,263,.3547297297297297,.0844594594594595,.4391891891891892,218.8602860401438,47.91005614711928
Haryana,5,2012,185,22,0,22,18.8888888888889,0,0,10,20.25504894856117,0,20.1708879748237,0,490,.1189189189189189,0,.1189189189189189,0,382.5953690283778
Karnataka,6,2012,1078,284,251,423,16.0714285714286,6.696428571428569,0,1.33928571428571,17.24241811948149,6.996047988765463,17.1453328068771,6.954687526930265,280,.2634508348794063,.2328385899814471,.3923933209647495,46.84853563905443,277.110291205953
Kerala,7,2012,56,8,8,14,10,1.42857142857143,0,5,9.030566545449302,1.486333269957027,9.098866819407412,1.451350400156427,827,.1428571428571428,.1428571428571428,.25,2.123333242795755,90.30566545449302
Maharashtra,8,2012,535,77,79,156,9.72222222222222,8.680555555555559,0,3.81944444444444,11.98881545173587,9.404304203362654,11.81399492711561,9.352859073254743,321,.1439252336448598,.1476635514018692,.291588785046729,81.63458509863419,116.5579280029876
Madhya Pradesh,9,2012,1682,358,269,627,15.2173913043478,20.4347826086957,0,10.8695652173913,15.66264330683398,21.17332275597324,15.6172633166356,21.08971082565393,200,.2128418549346017,.1599286563614744,.3727705112960761,432.6722476220629,238.3445720605166
Odisha,10,2012,520,104,74,174,16.3265306122449,22.4489795918367,0,4.76190476190476,17.18715402716292,22.92228898550515,17.12590095186526,22.84915945307188,240,.2,.1423076923076923,.3346153846153846,514.5819976337884,280.6065963618435
Punjab,11,2012,282,42,0,42,29.0598290598291,0,1,12.7118644067797,32.26193927758161,0,31.93623997227731,0,493,.148936170212766,0,.148936170212766,0,937.526440545108
Rajasthan,12,2012,1892,269,368,603,17,12.5,0,14,17.89786713628832,13.5726495281323,17.82913445568423,13.47738096493725,169,.1421775898520085,.1945031712473573,.3187103594080338,169.6581191016537,304.2637413169014
Tamil Nadu,13,2012,399,45,82,113,18.8034188034188,.854700854700855,0,7.23404255319149,20.11663123097468,1.107449844912268,20.01252858225765,1.101496485718123,485,.112781954887218,.2055137844611529,.2832080200501253,.946538328984845,378.2614419499512
Tripura,14,2012,43,13,3,16,11.6666666666667,33.3333333333333,0,5,17.87234762225239,31.83097585810425,17.82615121680756,31.75937289819014,310,.3023255813953488,.0697674418604651,.3720930232558139,1061.032528603474,208.5107222596118
Uttar Pradesh,15,2012,9299,2161,2067,4043,21.0918114143921,0,1,8.66336633663366,20.65372749408904,.7050824555070282,20.69822504106491,.5676691411167641,706,.2323905796322185,.2222819658027745,.4347779331110872,0,435.6245253095712
West Bengal,16,2012,801,142,101,220,23.1292517006803,5.4421768707483,0,11.8243243243243,23.56522027834047,5.834829447330208,23.51466207780645,5.803219166372276,918,.1772784019975031,.1260923845193508,.2746566791510612,31.75417386302155,545.0459111997121
Assam,17,2012,267,32,27,59,6.349206349206351,12.6984126984127,0,11.1111111111111,7.181128252519331,17.01922560078977,7.150391968409749,16.97437983519356,346,.1198501872659176,.101123595505618,.2209737827715356,216.1171504862194,45.59446509536084
Andhra Pradesh,1,2013,1534,274,213,487,16.3265306122449,6.46258503401361,0,11.5254237288136,16.45174967904354,7.080778713997754,16.40807579717552,6.996948018105815,285,.1786179921773142,.1388526727509778,.3174706649282921,45.76013454624402,268.5999947598946
Bihar,2,2013,1361,288,343,625,15.6378600823045,.823045267489712,0,14.344262295082,15.95386634418897,1.374336518642432,15.91490126192019,1.283938555219292,926,.2116091109478325,.2520205731080088,.4592211609110948,1.13114116760694,249.4843296622139
Delhi,3,2013,47,0,0,0,17.1428571428571,0,1,4.28571428571429,16.71890882649279,0,16.75195904012291,0,10089,0,0,0,0,286.6098655970185
Gujarat,4,2013,573,173,39,212,7.14285714285714,14.8351648351648,0,8.743169398907099,6.673644715770546,14.75176968981569,6.741343089571005,14.75383759401024,269,.3019197207678883,.0680628272251309,.3699825479930192,218.8449349588037,47.66889082693245
Haryana,5,2013,173,22,0,22,18.8888888888889,0,0,10,20.33955912539615,0,20.1708879748237,0,503,.1271676300578035,0,.1271676300578035,0,384.1916723685943
Karnataka,6,2013,703,138,143,213,16.0714285714286,6.696428571428569,1,2.67857142857143,17.34005160322487,7.037653614501845,17.1453328068771,6.954687526930265,285,.1963015647226174,.2034139402560455,.3029871977240398,47.1271447399677,278.6794007661146
Kerala,7,2013,42,9,4,12,10,1.42857142857143,0,5,8.962776950393332,1.522157765925019,9.098866819407412,1.451350400156427,835,.2142857142857143,.0952380952380952,.2857142857142857,2.174511094178601,89.62776950393332
Maharashtra,8,2013,1554,245,198,443,9.72222222222222,8.680555555555559,0,3.81944444444444,12.16622361563762,9.456032945536155,11.81399492711561,9.352859073254743,328,.1576576576576577,.1274131274131274,.2850707850707851,82.08361931889026,118.2827295964769
Madhya Pradesh,9,2013,2628,657,305,962,15.2173913043478,20.4347826086957,1,13.0434782608696,15.7081552342028,21.25726525634672,15.6172633166356,21.08971082565393,205,.25,.1160578386605784,.3660578386605784,434.3875943688253,239.0371448683031
Odisha,10,2013,680,67,132,194,16.3265306122449,22.4489795918367,0,4.76190476190476,17.24862632303844,22.9956536672735,17.12590095186526,22.84915945307188,243,.0985294117647059,.1941176470588235,.2852941176470588,516.2289598775675,281.6102256822602
Punjab,11,2013,260,23,0,23,29.0598290598291,0,0,12.7118644067797,32.59095867726046,0,31.93623997227731,0,502,.0884615384615385,0,.0884615384615385,0,947.0876880571429
Rajasthan,12,2013,2449,324,539,782,16.5,12.5,1,14,17.96686556601625,13.66859017115551,17.82913445568423,13.47738096493725,173,.1322988975091874,.2200898325847285,.3193140057166191,170.8573771394438,296.4532818392682
Tamil Nadu,13,2013,490,78,105,154,18.8034188034188,.854700854700855,0,7.23404255319149,20.22127524450534,1.113436883500723,20.01252858225765,1.101496485718123,491,.1591836734693877,.2142857142857143,.3142857142857143,.9516554559835244,380.2291071616389
Tripura,14,2013,62,5,14,19,16.6666666666667,33.3333333333333,1,8.33333333333333,17.91867035177928,31.90270900257056,17.82615121680756,31.75937289819014,314,.0806451612903226,.2258064516129032,.3064516129032258,1063.423633419018,298.6445058629886
Uttar Pradesh,15,2013,5667,982,1135,2069,21.0918114143921,0,0,8.66336633663366,20.60932570720709,.8757585939776211,20.69822504106491,.5676691411167641,723,.1732839244750309,.2002823363331569,.3650961708134816,0,434.6880111941951
West Bengal,16,2013,626,120,60,167,23.1292517006803,5.4421768707483,0,11.8243243243243,23.6158875563575,5.86661150520265,23.51466207780645,5.803219166372276,933,.1916932907348243,.0958466453674121,.2667731629392971,31.92713744327973,546.2178074259564
Assam,17,2013,217,43,23,66,6.349206349206351,12.6984126984127,0,11.1111111111111,7.211996034261057,17.06418814089546,7.150391968409749,16.97437983519356,352,.1981566820276498,.1059907834101382,.304147465437788,216.6881033764503,45.79045101118133
Andhra Pradesh,1,2014,566,202,77,279,16.5714285714286,4,1,11.2994350282486,16.47362995169819,7.123070309414549,16.40807579717552,6.996948018105815,288,.3568904593639576,.1360424028268551,.4929328621908127,28.4922812376582,272.9915820567133
Bihar,2,2014,1717,420,309,723,15.6378600823045,.823045267489712,0,14.344262295082,15.97338531098749,1.421895190414081,15.91490126192019,1.283938555219292,950,.244612696563774,.1799650553290623,.4210832847990681,1.170284107336692,249.7895645339603
Delhi,3,2014,347,1,0,1,17.1428571428571,0,0,4.28571428571429,16.70241095270222,0,16.75195904012291,0,10485,.0028818443804035,0,.0028818443804035,0,286.3270449034659
Gujarat,4,2014,552,175,46,221,7.14285714285714,14.8351648351648,0,8.743169398907099,6.640050736446973,14.75073717984078,6.741343089571005,14.75383759401024,274,.3170289855072464,.0833333333333333,.4003623188405797,218.8296175031319,47.42893383176407
Haryana,5,2014,164,29,0,29,18.8888888888889,0,1,14.4444444444444,20.42442385246122,0,20.1708879748237,0,515,.1768292682926829,0,.1768292682926829,0,385.7946727687122
Karnataka,6,2014,869,237,196,337,16.0714285714286,6.696428571428569,0,2.67857142857143,17.43823979560374,7.079505614028363,17.1453328068771,6.954687526930265,290,.2727272727272727,.2255466052934407,.3878020713463751,47.40740366536848,280.2574252864893
Kerala,7,2014,41,9,1,10,10,1.42857142857143,0,5,8.895497271017906,1.55884758974635,9.098866819407412,1.451350400156427,843,.2195121951219512,.024390243902439,.2439024390243902,2.226925128209073,88.95497271017905
Maharashtra,8,2014,1381,268,164,432,10.0694444444444,8.680555555555559,1,6.9204152249135,12.34625662133919,9.508046041580755,11.81399492711561,9.352859073254743,335,.1940622737146995,.1187545257060101,.3128167994207096,82.53512188872186,124.3199451454288
Madhya Pradesh,9,2014,2099,415,425,840,15.2173913043478,20.4347826086957,0,13.0434782608696,15.75379915776866,21.34154093634086,15.6172633166356,21.08971082565393,209,.1977131967603621,.2024773701762744,.4001905669366365,436.1097495687056,239.7317263138705
Odisha,10,2014,873,110,283,389,17.0068027210884,23.1292517006803,1,7.48299319727891,17.31031774669655,23.06925231484053,17.12590095186526,22.84915945307188,247,.1260022909507446,.3241695303550974,.445589919816724,533.5745433364482,294.3931589574236
Punjab,11,2014,225,34,0,34,29.0598290598291,0,0,12.7118644067797,32.92333507617518,0,31.93623997227731,0,511,.1511111111111111,0,.1511111111111111,0,956.7464893931262
Rajasthan,12,2014,1517,166,312,457,16.5,12.5,0,14,18.03612933875235,13.76521068972601,17.82913445568423,13.47738096493725,178,.1094264996704021,.2056690837178642,.3012524719841793,172.0651336215752,297.5961340894137
Tamil Nadu,13,2014,637,82,126,178,18.8034188034188,.854700854700855,0,7.23404255319149,20.32646240576026,1.119455774433752,20.01252858225765,1.101496485718123,496,.1287284144427002,.1978021978021978,.2794348508634223,.9567998072083355,382.2069854074578
Tripura,14,2014,22,6,3,9,16.6666666666667,33.3333333333333,0,8.33333333333333,17.96510305594369,31.97461679608337,17.82615121680756,31.75937289819014,319,.2727272727272727,.1363636363636364,.4090909090909091,1065.820559869445,299.4183842657287
Uttar Pradesh,15,2014,5130,743,962,1798,21.0918114143921,0,0,8.66336633663366,20.56501990564692,1.087749978213688,20.69822504106491,.5676691411167641,739,.1448343079922027,.1875243664717349,.3504873294346978,0,433.7535215831245
West Bengal,16,2014,880,156,141,281,23.1292517006803,5.4421768707483,0,11.8243243243243,23.66666430971537,5.898566377524944,23.51466207780645,5.803219166372276,948,.1772727272727273,.1602272727272727,.3193181818181818,32.10104151033984,547.392235734914
Assam,17,2014,245,38,12,50,6.349206349206351,12.6984126984127,0,11.1111111111111,7.242997574336771,17.10926867196596,7.150391968409749,16.97437983519356,358,.1551020408163265,.0489795918367347,.2040816326530612,217.2605545646472,45.98728618626522
Andhra Pradesh,1,2015,680,272,58,330,16.5714285714286,4,0,11.2994350282486,16.49554062630537,7.16561444767561,16.40807579717552,6.996948018105815,292,.4,.0852941176470588,.4852941176470588,28.66245779070244,273.3546732359181
Bihar,2,2015,1442,280,308,581,15.6378600823045,.823045267489712,1,11.522633744856,15.99292769145176,1.471099104578852,15.91490126192019,1.283938555219292,974,.1941747572815534,.2135922330097087,.4029126213592233,1.210781156031977,250.0951655453358
Delhi,3,2015,12,0,0,0,17.1428571428571,0,1,8.571428571428569,16.68592425532314,0,16.75195904012291,0,10897,0,0,0,0,286.0444158055388
Gujarat,4,2015,732,224,61,285,7.14285714285714,14.8351648351648,0,8.743169398907099,6.606625873255732,14.7497026161453,6.741343089571005,14.75383759401024,280,.3060109289617486,.0833333333333333,.389344262295082,218.814269580177,47.19018480896949
Haryana,5,2015,199,26,0,26,18.8888888888889,0,0,14.4444444444444,20.50964255996411,0,20.1708879748237,0,528,.1306532663316583,0,.1306532663316583,0,387.404359465989
Karnataka,6,2015,733,122,169,241,16.0714285714286,6.696428571428569,0,2.67857142857143,17.53698360847771,7.121608206363105,17.1453328068771,6.954687526930265,294,.1664392905866303,.2305593451568895,.3287858117326057,47.68934066761006,281.8443794219638
Kerala,7,2015,41,7,0,7,10,1.42857142857143,0,5,8.828720847465487,1.596419984144248,9.098866819407412,1.451350400156427,850,.1707317073170732,0,.1707317073170732,2.280599977348928,88.28720847465488
Maharashtra,8,2015,938,176,150,326,10.0694444444444,8.680555555555559,0,6.9204152249135,12.52895313632103,9.560345047864487,11.81399492711561,9.352859073254743,342,.1876332622601279,.1599147121535181,.347547974413646,82.98910631826816,126.159597553232
Madhya Pradesh,9,2015,1649,377,192,569,15.2173913043478,20.4347826086957,0,13.0434782608696,15.79957598299022,21.42615115925749,15.6172633166356,21.08971082565393,214,.228623408126137,.1164342025469982,.3450576106731352,437.8387410804803,240.4283301759377
Odisha,10,2015,617,119,82,190,17.0068027210884,23.1292517006803,0,7.48299319727891,17.37222931649027,23.14308692229043,17.12590095186526,22.84915945307188,251,.1928687196110211,.1329011345218801,.3079416531604538,535.2822825563778,295.4460768110584
Punjab,11,2015,193,22,0,22,29.0598290598291,0,0,12.7118644067797,33.25909847244147,0,31.93623997227731,0,521,.1139896373056995,0,.1139896373056995,0,966.5037162931721
Rajasthan,12,2015,1525,183,289,451,16.5,12.5,0,14,18.10565918722003,13.86251311556816,17.82913445568423,13.47738096493725,182,.12,.1895081967213115,.2957377049180328,173.281413944602,298.7433765891304
Tamil Nadu,13,2015,375,57,64,98,18.8034188034188,.854700854700855,0,7.23404255319149,20.43219718781376,1.125505962097767,20.01252858225765,1.101496485718123,502,.152,.1706666666666667,.2613333333333333,.9619709077758691,384.195160796498
Tripura,14,2015,27,3,4,7,16.6666666666667,33.3333333333333,0,8.33333333333333,18.01166271308093,32.04668175647886,17.82615121680756,31.75937289819014,324,.1111111111111111,.1481481481481481,.2592592592592592,1068.222725215961,300.1943785513494
Uttar Pradesh,15,2015,5366,946,1576,2407,21.0918114143921,0,0,8.66336633663366,20.52080849639094,1.351057138142181,20.69822504106491,.5676691411167641,757,.1762951919493105,.2937010808796124,.4485650391352963,0,432.8210228767329
West Bengal,16,2015,874,184,105,273,23.1292517006803,5.4421768707483,0,11.8243243243243,23.71754988671407,5.93069552717315,23.51466207780645,5.803219166372276,964,.2105263157894737,.120137299771167,.3123569794050343,32.27589402543211,548.5691810532513
Assam,17,2015,318,35,26,61,6.349206349206351,12.6984126984127,0,11.1111111111111,7.274133683939958,17.15446895423288,7.150391968409749,16.97437983519356,364,.110062893081761,.0817610062893082,.1918238993710692,217.8345264029572,46.18497577104736
Andhra Pradesh,1,2016,922,387,70,457,16.5714285714286,4,0,11.2994350282486,16.51747974350631,7.208413033885024,16.40807579717552,6.996948018105815,296,.4197396963123644,.0759219088937093,.4956616052060738,28.8336521355401,273.7182357495337
Bihar,2,2016,1305,261,274,519,15.6378600823045,.823045267489712,0,11.522633744856,16.01249355655601,1.522006316908201,15.91490126192019,1.283938555219292,999,.2,.2099616858237548,.3977011494252873,1.252680096220742,250.4011338062252
Delhi,3,2016,19,0,0,0,17.1428571428571,0,0,8.571428571428569,16.66945757826099,0,16.75195904012291,0,11326,0,0,0,0,285.7621299130449
Gujarat,4,2016,994,298,70,368,7.14285714285714,14.8351648351648,0,8.743169398907099,6.573370283210058,14.7486691258947,6.741343089571005,14.75383759401024,285,.2997987927565393,.0704225352112676,.3702213279678068,218.7989375819538,46.95264488007182
Haryana,5,2016,197,25,0,25,18.8888888888889,0,0,14.4444444444444,20.59521414340566,0,20.1708879748237,0,542,.1269035532994924,0,.1269035532994924,0,389.0207115976627
Karnataka,6,2016,1330,259,262,400,16.0714285714286,6.696428571428569,0,2.67857142857143,17.6362866195374,7.163960000380586,17.1453328068771,6.954687526930265,299,.1947368421052632,.1969924812030075,.3007518796992481,47.97294643111998,283.4403206711373
Kerala,7,2016,17,6,3,7,10,1.42857142857143,1,5.71428571428571,8.762446954008777,1.634897571108355,9.098866819407412,1.451350400156427,858,.3529411764705883,.1764705882352941,.4117647058823529,2.335567958726223,87.62446954008777
Maharashtra,8,2016,1772,335,230,565,10.0694444444444,8.680555555555559,0,6.9204152249135,12.71435369842125,9.612931977294952,11.81399492711561,9.352859073254743,349,.1890519187358916,.1297968397291197,.3188487584650113,83.44559008068538,128.026478213269
Madhya Pradesh,9,2016,2926,676,383,1059,15.2173913043478,20.4347826086957,0,13.0434782608696,15.84548589898235,21.51109707047531,15.6172633166356,21.08971082565393,218,.2310321257689679,.1308954203691046,.3619275461380724,439.5745923097139,241.1269593323397
Odisha,10,2016,525,70,80,144,17.0068027210884,23.1292517006803,0,7.48299319727891,17.43436268892235,23.21715746282077,17.12590095186526,22.84915945307188,254,.1333333333333333,.1523809523809524,.2742857142857143,536.9954787319095,296.5027668184067
Punjab,11,2016,185,20,0,20,29.0598290598291,0,0,12.7118644067797,33.59828918927892,0,31.93623997227731,0,530,.1081081081081081,0,.1081081081081081,0,976.3605405431493
Rajasthan,12,2016,990,114,236,337,16.5,12.5,0,14,18.17545932578267,13.96050430590521,17.82913445568423,13.47738096493725,187,.1151515151515152,.2383838383838384,.3404040404040404,174.5063038238151,299.895078875414
Tamil Nadu,13,2016,454,67,82,123,18.9655172413793,.862068965517241,1,9.01287553648069,20.53848239500035,1.131590636392,20.01252858225765,1.101496485718123,508,.1475770925110132,.1806167400881057,.2709251101321586,.9755091693034477,389.5229419741444
Tripura,14,2016,14,1,4,5,16.6666666666667,33.3333333333333,0,8.33333333333333,18.05832763958985,32.11893616318734,17.82615121680756,31.75937289819014,328,.0714285714285714,.2857142857142857,.3571428571428572,1070.631205439577,300.9721273264981
Uttar Pradesh,15,2016,4737,818,845,1704,21.0918114143921,0,0,8.66336633663366,20.47669265512533,1.67810168219819,20.69822504106491,.5676691411167641,774,.1726831327844627,.1783829427907959,.3597213426219126,0,431.8905398723713
West Bengal,16,2016,672,97,71,143,23.1292517006803,5.4421768707483,1,13.8983050847458,23.76854421102389,5.962999657088966,23.51466207780645,5.803219166372276,980,.1443452380952381,.1056547619047619,.212797619047619,32.45169881408962,549.7486416155193
Assam,17,2016,290,38,18,56,6.349206349206351,12.6984126984127,1,6.2992125984252,7.305401068473401,17.19978876947855,7.150391968409749,16.97437983519356,371,.1310344827586207,.0620689655172414,.1931034482758621,218.4100161203626,46.38349884745018
Andhra Pradesh,1,2017,965,376,63,439,16.5714285714286,4,0,11.2994350282486,16.53944789607289,7.251466591931095,16.40807579717552,6.996948018105815,300,.3896373056994819,.0652849740932643,.4549222797927461,29.00586636772438,274.082279420637
Bihar,2,2017,1047,164,348,504,15.6378600823045,.823045267489712,0,11.522633744856,16.03208388019879,1.574674826314744,15.91490126192019,1.283938555219292,1025,.1566380133715377,.332378223495702,.4813753581661891,1.296028663633534,250.7074845463181
Delhi,3,2017,17,0,0,0,17.1428571428571,0,0,8.571428571428569,16.65300359673284,0,16.75195904012291,0,11771,0,0,0,0,285.4800616582765
Gujarat,4,2017,808,277,38,315,7.14285714285714,14.8351648351648,1,7.14285714285714,6.540280649595251,14.74763617884954,6.741343089571005,14.75383759401024,291,.3428217821782178,.047029702970297,.3898514851485149,218.7836136422728,46.71629035425177
Haryana,5,2017,203,29,0,29,18.8888888888889,0,0,14.4444444444444,20.68114481493705,0,20.1708879748237,0,556,.1428571428571428,0,.1428571428571428,0,390.6438465043666
Karnataka,6,2017,2302,406,419,668,16.0714285714286,6.696428571428569,0,2.67857142857143,17.73615079700355,7.206564453102756,17.1453328068771,6.954687526930265,304,.1763683753258037,.182015638575152,.2901824500434405,48.2582441055988,285.0452806661291
Kerala,7,2017,15,4,4,5,10,1.42857142857143,0,5.71428571428571,8.696672185325486,1.674305358380959,9.098866819407412,1.451350400156427,866,.2666666666666667,.2666666666666667,.3333333333333333,2.391864797687087,86.96672185325485
Maharashtra,8,2017,893,163,106,269,10.0694444444444,8.680555555555559,0,6.9204152249135,12.90249783125906,9.665808543116277,11.81399492711561,9.352859073254743,356,.1825307950727884,.1187010078387458,.3012318029115342,83.90458804788439,129.9209851064275
Madhya Pradesh,9,2017,2144,537,294,831,15.2173913043478,20.4347826086957,0,13.0434782608696,15.8915284078108,21.59637954574638,15.6172633166356,21.08971082565393,223,.2504664179104478,.1371268656716418,.3875932835820896,441.3173211522098,241.827606205816
Odisha,10,2017,403,77,90,158,17.0068027210884,23.1292517006803,0,7.48299319727891,17.49671828026877,23.29146471044906,17.12590095186526,22.84915945307188,258,.1910669975186104,.2233250620347395,.3920595533498759,538.7141497654891,297.5632360589921
Punjab,11,2017,134,17,0,17,29.0598290598291,0,1,5.12820512820513,33.94093810269156,0,31.93623997227731,0,540,.1268656716417911,0,.1268656716417911,0,986.3178593944571
Rajasthan,12,2017,1251,245,198,406,16.5,12.5,0,14,18.2455261929324,14.05918721689046,17.82913445568423,13.47738096493725,191,.1958433253397282,.158273381294964,.3245403677058353,175.7398402111308,301.0511821833845
Tamil Nadu,13,2017,540,73,99,147,18.9655172413793,.862068965517241,0,9.01287553648069,20.64532151645535,1.137707553945212,20.01252858225765,1.101496485718123,513,.1351851851851852,.1833333333333333,.2722222222222222,.9807823740906999,391.5492011741531
Tripura,14,2017,40,4,10,14,16.6666666666667,33.3333333333333,0,8.33333333333333,18.10512234714123,32.19132647948857,17.82615121680756,31.75937289819014,333,.1,.25,.35,1073.044215982951,301.752039119021
Uttar Pradesh,15,2017,2518,462,495,863,21.0918114143921,0,1,10.4218362282878,20.43267177565662,2.084312731865981,20.69822504106491,.5676691411167641,792,.1834789515488483,.1965845909451946,.3427323272438443,0,430.9620597843217
West Bengal,16,2017,497,67,70,111,23.1292517006803,5.4421768707483,0,13.8983050847458,23.81964922950622,5.995479881739732,23.51466207780645,5.803219166372276,996,.1348088531187123,.1408450704225352,.2233400402414487,32.62846194144073,550.9306624511649
Assam,17,2017,205,17,18,35,6.349206349206351,12.6984126984127,0,6.2992125984252,7.336804294131056,17.24522896921572,7.150391968409749,16.97437983519356,377,.0829268292682927,.0878048780487805,.1707317073170732,218.9870345297235,46.58288440718132
Andhra Pradesh,1,2018,710,276,74,350,16.5714285714286,4,0,11.2994350282486,16.56144499239912,7.294778331594447,16.40807579717552,6.996948018105815,304,.3887323943661972,.1042253521126761,.4929577464788732,29.17911332637779,274.4468027311859
Bihar,2,2018,396,65,144,207,15.6378600823045,.823045267489712,0,11.522633744856,16.05169824523844,1.629165272493592,15.91490126192019,1.283938555219292,1051,.1641414141414141,.3636363636363636,.5227272727272727,1.340876767484438,251.0142112424114
Delhi,3,2018,3,0,0,0,17.1428571428571,0,0,8.571428571428569,16.63657243794178,0,16.75195904012291,0,12234,0,0,0,0,285.1983846504298
Gujarat,4,2018,642,214,41,255,7.14285714285714,14.8351648351648,0,7.14285714285714,6.507358000642021,14.74660179195194,6.741343089571005,14.75383759401024,297,.3333333333333333,.0638629283489097,.397196261682243,218.7682683421436,46.48112857601441
Haryana,5,2018,226,32,0,32,18.8888888888889,0,0,14.4444444444444,20.76743482756722,0,20.1708879748237,0,570,.1415929203539823,0,.1415929203539823,0,392.2737689651588
Karnataka,6,2018,1466,276,289,450,16.2162162162162,6.75675675675676,1,3.15315315315315,17.8365815263855,7.24942232401381,17.1453328068771,6.954687526930265,309,.1882673942701228,.1971350613915416,.3069577080491132,48.98258327036361,289.2418625900349
Kerala,7,2018,5,1,0,1,10,1.42857142857143,0,5.71428571428571,8.631390011060047,1.714661898882935,9.098866819407412,1.451350400156427,874,.2,0,.2,2.449516998404195,86.31390011060047
Maharashtra,8,2018,674,100,78,178,10.0694444444444,8.680555555555559,0,6.9204152249135,13.09342610677592,9.718975010028185,11.81399492711561,9.352859073254743,363,.1483679525222552,.115727002967359,.2640949554896143,84.36610251760581,131.8435267696181
Madhya Pradesh,9,2018,2469,576,234,810,15.2173913043478,20.4347826086957,1,9.130434782608701,15.93770540400649,21.68199956833599,15.6172633166356,21.08971082565393,228,.2332928311057108,.094775212636695,.3280680437424058,443.06694770078,242.5302996261853
Odisha,10,2018,241,36,48,79,17.0068027210884,23.1292517006803,0,7.48299319727891,17.55929891602924,23.36601133206798,17.12590095186526,22.84915945307188,262,.1493775933609958,.1991701244813278,.3278008298755187,540.4383573403484,298.6275325855306
Punjab,11,2018,129,22,0,22,29.0598290598291,0,0,5.12820512820513,34.28708351001792,0,31.93623997227731,0,550,.1705426356589147,0,.1705426356589147,0,996.3767857612061
Rajasthan,12,2018,1873,237,724,930,16.5829145728643,12.5628140703518,1,11.5577889447236,18.31586474947359,14.15856806669223,17.82913445568423,13.47738096493725,196,.1265349706353444,.3865456486919381,.4965296316070475,177.8714581242749,303.7304204686571
Tamil Nadu,13,2018,430,61,84,122,18.9655172413793,.862068965517241,0,9.01287553648069,20.75271487155767,1.143856933664292,20.01252858225765,1.101496485718123,519,.1418604651162791,.1953488372093023,.2837209302325581,.9860835635036996,393.5859717019556
Tripura,14,2018,15,3,1,4,16.9491525423729,32.2033898305085,1,5.08474576271186,18.1520604516082,32.26388406771035,17.82615121680756,31.75937289819014,338,.2,.0666666666666667,.2666666666666667,1039.006436078809,307.6620415526817
Uttar Pradesh,15,2018,2828,598,617,1118,21.0918114143921,0,0,10.4218362282878,20.38874488877056,2.588853137051096,20.69822504106491,.5676691411167641,811,.2114568599717115,.2181753889674682,.3953323903818953,0,430.0355621700994
West Bengal,16,2018,257,49,23,63,23.1292517006803,5.4421768707483,0,13.8983050847458,23.8708635332021,6.028137632220632,23.51466207780645,5.803219166372276,1012,.1906614785992218,.0894941634241245,.245136186770428,32.80619119575855,552.1152109720221
Assam,17,2018,110,5,6,11,6.349206349206351,12.6984126984127,0,6.2992125984252,7.368343265101663,17.29079038164594,7.150391968409749,16.97437983519356,384,.0454545454545455,.0545454545454545,.1,219.565592147885,46.78313184191533
Andhra Pradesh,1,2019,462,189,48,237,16.5714285714286,4,1,8,16.58347064820626,7.338347632179923,16.40807579717552,6.996948018105815,309,.4090909090909091,.1038961038961039,.512987012987013,29.35339052871969,274.8117993131328
Bihar,2,2019,200,39,49,88,15.6378600823045,.823045267489712,0,11.522633744856,16.07133653928906,1.685542575351122,15.91490126192019,1.283938555219292,1077,.195,.245,.44,1.387277839795162,251.3213121370301
Delhi,3,2019,13,1,0,1,17.1428571428571,0,0,8.571428571428569,16.620152603172,0,16.75195904012291,0,12714,.0769230769230769,0,.0769230769230769,0,284.9169017686622
Gujarat,4,2019,206,79,12,91,7.14285714285714,14.8351648351648,0,7.14285714285714,6.474601786212096,14.74556882971969,6.741343089571005,14.75383759401024,303,.383495145631068,.058252427184466,.441747572815534,218.7529441771596,46.24715561580066
Haryana,5,2019,133,33,0,33,18.8888888888889,0,1,10,20.85408445791573,0,20.1708879748237,0,584,.2481203007518797,0,.2481203007518797,0,393.910484205075
Karnataka,6,2019,646,121,155,218,16.2162162162162,6.75675675675676,0,3.15315315315315,17.93757951886903,7.292534551035136,17.1453328068771,6.954687526930265,314,.1873065015479876,.239938080495356,.3374613003095975,49.27388210158878,290.8796678735515
Kerala,7,2019,3,0,0,0,10,1.42857142857143,0,5.71428571428571,8.566596621806614,1.755990955778171,9.098866819407412,1.451350400156427,882,0,0,0,2.508558508254532,85.66596621806613
Maharashtra,8,2019,473,68,78,146,9.72222222222222,8.680555555555559,1,8.33333333333333,13.2871797625215,9.772434944184743,11.81399492711561,9.352859073254743,371,.1437632135306554,.1649048625792812,.3086680761099366,84.83016444604816,129.1809143578479
Madhya Pradesh,9,2019,1915,415,226,641,15.2173913043478,20.4347826086957,0,9.130434782608701,15.98401611804544,21.76795968569982,15.6172633166356,21.08971082565393,233,.216710182767624,.1180156657963446,.3347258485639686,444.8235240121278,243.2350278832998
